,id,musicMeta.musicId,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.playUrl,webVideoUrl,diggCount,shareCount,playCount,commentCount
59,7023351281423092993,6982699806061873922,#FoodDance,Neffati Jayden,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990944079257406210.mp3,https://www.tiktok.com/@valeriyabearwolf/video/7023351281423092993,1800000,9367,21800000,9167
60,7011213397031128326,6883461607075138306,Moska mika miki mouse,jandro,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6883461569968081665.mp3,https://www.tiktok.com/@kylethomas/video/7011213397031128326,1800000,1096,12800000,6533
61,7019411707957234949,6717499894333966337,Adams Family Theme Song,Halloween DJ's,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/22003ef6818846c6b9919683cf2829b8,https://www.tiktok.com/@foodie.beats/video/7019411707957234949,1800000,223400,30400000,5603
62,7005318752657067270,6961255134445701122,Todo De Ti,Rauw Alejandro,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3556067a1d2a4e4098a6f57f71495bcd,https://www.tiktok.com/@ibaillanos/video/7005318752657067270,1700000,29700,10400000,18200
63,7023761399465692418,6937629591204809474,Wavin Flag,LÍCIA,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6937629532866349826.mp3,https://www.tiktok.com/@sportivi/video/7023761399465692418,1700000,6345,34900000,3650
64,7020145222881479942,6739983002241075202,Gentleman,Dance Hits 2015,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c6174d3d76394e9fa2bbd3518001294c,https://www.tiktok.com/@thegilberttwins/video/7020145222881479942,1600000,59200,15600000,31600
65,7016281127962807558,7003020102824512262,Love Nwantiti(Dance Ver),FYP🖤🇲🇺,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7003020204150213382.mp3,https://www.tiktok.com/@safariaitana/video/7016281127962807558,1500000,16700,8700000,7655
66,7020548047528660230,6655492047723563778,Perfect,Ed Sheeran,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c71165dc54a8495ebb8799dc4384e5ae,https://www.tiktok.com/@genti599/video/7020548047528660230,1500000,10700,17900000,5667
67,7010075153656843526,7010074996768803590,الصوت الأصلي,Bakri ..,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7010075107683060486.mp3,https://www.tiktok.com/@giorgosbakar/video/7010075153656843526,1300000,48600,16200000,10400
68,7020859156072598789,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2777963d433b4f7e81d002eb04bbbe40,https://www.tiktok.com/@judiitharias/video/7020859156072598789,1200000,2014,13100000,2221
69,7021247006001646853,7003765059940092678,P3RR4 by iamjons,Jonas,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7003765160486193926.mp3,https://www.tiktok.com/@sensillocons/video/7021247006001646853,1100000,49700,10800000,5749
70,7014199627369024773,7007013244946713345,Dont Go Yet Camila Cabello,Billy Calasang,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7007013264806677249.mp3,https://www.tiktok.com/@sofiahapy/video/7014199627369024773,1100000,4628,6700000,2634
71,7012755075240168710,6987272296302675969,Ahi Va Luisaito,luisao,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d8f42e5ece04490f88e4605b0935ec56,https://www.tiktok.com/@cocinacomouncrack/video/7012755075240168710,1100000,49400,13500000,3545
72,7015999595805150470,6982566830762183430,Anime Boys Saying BAKA,AXII,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6982567009745783558.mp3,https://www.tiktok.com/@mks.vision/video/7015999595805150470,990200,5046,14500000,4460
73,7022682438765759749,6865122194381342721,All I Want,Olivia Rodrigo,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7f7cd8316eb44979b3388c42e357c4c0,https://www.tiktok.com/@koonlouder/video/7022682438765759749,971300,11000,7500000,4664
74,7019433370555813125,248309440146489344,Yo Quiero Bailar,Ivy Queen,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8e8576571c6403c97ab8c9aa3981ae2,https://www.tiktok.com/@._.infinitespace/video/7019433370555813125,906700,60100,4200000,54900
75,7016743231278943494,6982566830762183430,Anime Boys Saying BAKA,AXII,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6982567009745783558.mp3,https://www.tiktok.com/@mks.vision/video/7016743231278943494,853200,4129,12400000,3482
76,7016011325176352006,316443091660652544,Benny Hill - Générique de la série TV / Main theme,The Edwin Davids Jazz Band,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/90b4374ee9b14e1cae0c656493314309,https://www.tiktok.com/@amazing.doggos/video/7016011325176352006,845500,82400,10300000,7084
77,7011579935747853573,7006151718878578689,Berlín,Aitana,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3d09cee5db67494794b1976b1909bafd,https://www.tiktok.com/@holaitana/video/7011579935747853573,833500,8792,8800000,9239
78,7017519937505807622,6981869640796342274,STAY,The Kid LAROI & Justin Bieber,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/888b40ee58934cae8d8ed1a96db93c57,https://www.tiktok.com/@marionaserraaa/video/7017519937505807622,808600,57500,11400000,4143
79,6996854128433515782,6760955508250658817,River Flows in You,Thomas Swanson,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8cd96bebfe8545d491a1243766b88ba7,https://www.tiktok.com/@youdog_sabri/video/6996854128433515782,794500,8948,9600000,9505
80,7023442401339411717,7015616288739330822,Love Nwantiti (Dance Lessons),Lord Hec,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7015616346343918342.mp3,https://www.tiktok.com/@maria_rm/video/7023442401339411717,781300,1756,3600000,857
81,6994516577588628741,6722656094272883458,She Share Story (for Vlog),山口夕依,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/25e54adf8848454ea3a40850545afd77,https://www.tiktok.com/@saesiii/video/6994516577588628741,755700,36400,10200000,9079
82,7019325747311447301,7013163722231991046,Está Dañada,Ivan Cornejo,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5574dffd09954cebb1d09813d855b78d,https://www.tiktok.com/@lizbanit/video/7019325747311447301,748800,5817,8100000,11900
83,7021493816070917381,7015616288739330822,Love Nwantiti (Dance Lessons),Lord Hec,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7015616346343918342.mp3,https://www.tiktok.com/@ibelky/video/7021493816070917381,669700,3721,4900000,2440
84,7021614406731599109,7015331931684342533,fake smoke,jack wright,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7015332328356809478.mp3,https://www.tiktok.com/@kylethomas/video/7021614406731599109,663500,931,3600000,2424
85,6992317606698962181,6992317502592158469,ia.abril,MiniJoker,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992317541469195014.mp3,https://www.tiktok.com/@womenpowwer/video/6992317606698962181,656500,20800,7100000,5160
86,7020942310166826245,7015268654811990018,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap & Ptazeta,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/930d19e4cf2f4b0c9b23ddcce48e54b1,https://www.tiktok.com/@juslombardi/video/7020942310166826245,621100,4067,4200000,3414
87,7022654021966073093,6950431762245781505,Los Tontos (Live at NPR's Tiny Desk),C. Tangana & Kiko Veneno,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bf9b222d534543db975b6ce51279f163,https://www.tiktok.com/@usuariogggggg/video/7022654021966073093,602100,28700,6000000,6668
88,7021472407818996998,6705013310418323458,Je veux,Zaz,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/676c0655042f4262a634e3b9b6507410,https://www.tiktok.com/@rimm.1992/video/7021472407818996998,600600,15800,7400000,3790
89,7014191508588907782,7010203739436993286,CANCIONES EN SOLITARIO Y EN ESP CON MÁS DE 1000M,GUMAGU,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7010203885319097093.mp3,https://www.tiktok.com/@labiurry1/video/7014191508588907782,548400,1850,3900000,17900
90,7020174688773049606,6995609262680754949,y did so many ppl use this,megan :),https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6995609332574685958.mp3,https://www.tiktok.com/@kylethomas/video/7020174688773049606,510500,3044,3400000,1879
91,6995222064860843269,5000000001254344928,Despacito,Luis Fonsi,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d0d8ac4faa464ba2b0a9317f4d4c328f,https://www.tiktok.com/@math_officially/video/6995222064860843269,492000,22100,23900000,2302
92,7006007315300207878,6719933750727150342,Senza filtro (prod. Macs),Loomy,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6d9def651a0840d0be08189eabf53299,https://www.tiktok.com/@kylethomas/video/7006007315300207878,473500,943,6700000,1983
93,7009291878617091334,6719933750727150342,Senza filtro (prod. Macs),Loomy,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6d9def651a0840d0be08189eabf53299,https://www.tiktok.com/@kylethomas/video/7009291878617091334,471000,1015,5800000,2542
94,7014079013169745157,6876534400046172934,Classic,MKTO,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a3e9427c768f4c258476bc488e5729c5,https://www.tiktok.com/@monismurf/video/7014079013169745157,459400,1092,2400000,3523
95,7012498467218050310,6974401509216520193,Sub Lite Woof,Crmx,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ac6c4b4d87c845f299883e7b8e6ee78f,https://www.tiktok.com/@__.khaby.lame.__/video/7012498467218050310,439900,13800,4800000,4618
96,7023541521257467142,7015268654811990018,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap & Ptazeta,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/930d19e4cf2f4b0c9b23ddcce48e54b1,https://www.tiktok.com/@lolainditok/video/7023541521257467142,391000,927,3200000,795
97,6999779503698431238,6997044305127573505,Mon Amour - Remix,zzoilo & Aitana,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c6f99e6e77fa4bbaaed4dfc5174c41bb,https://www.tiktok.com/@anngeeles99/video/6999779503698431238,389100,21300,3600000,5531
98,6995255904811666693,6845442463826479878,noah beck is my husband,sabrina cabrera,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6906010411598973701.mp3,https://www.tiktok.com/@sergiiocaamargo/video/6995255904811666693,382300,3738,5100000,2738
99,7024117245655715077,6739983002241075202,Gentleman,Dance Hits 2015,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c6174d3d76394e9fa2bbd3518001294c,https://www.tiktok.com/@twistedpennywise/video/7024117245655715077,370400,32600,5300000,4570
